[2021-01-02 17:03:09.799] [ConceptEngine] [info] Spdlog Created
[2021-01-02 17:04:18.045] [ConceptEngine] [info] FPS: 143.9913
[2021-01-02 17:04:19.045] [ConceptEngine] [info] FPS: 143.9952
[2021-01-02 17:04:20.052] [ConceptEngine] [info] FPS: 144.0533
[2021-01-02 17:04:21.052] [ConceptEngine] [info] FPS: 143.9774
[2021-01-02 17:04:22.059] [ConceptEngine] [info] FPS: 144.0197
[2021-01-02 17:04:23.059] [ConceptEngine] [info] FPS: 143.9876
[2021-01-02 17:04:24.065] [ConceptEngine] [info] FPS: 144.0854
[2021-01-02 17:04:25.065] [ConceptEngine] [info] FPS: 143.9941
[2021-01-02 17:04:26.066] [ConceptEngine] [info] FPS: 143.8879
[2021-01-02 17:04:27.073] [ConceptEngine] [info] FPS: 143.9848
[2021-01-02 17:04:28.080] [ConceptEngine] [info] FPS: 142.9881
[2021-01-02 17:04:29.087] [ConceptEngine] [info] FPS: 144.0565
[2021-01-02 17:04:30.094] [ConceptEngine] [info] FPS: 143.9682
[2021-01-02 17:04:31.100] [ConceptEngine] [info] FPS: 144.0492
[2021-01-02 17:04:32.100] [ConceptEngine] [info] FPS: 143.9954
[2021-01-02 17:04:33.107] [ConceptEngine] [info] FPS: 142.0911
[2021-01-02 17:04:34.107] [ConceptEngine] [info] FPS: 143.9911
[2021-01-02 17:04:35.114] [ConceptEngine] [info] FPS: 143.9926
[2021-01-02 17:04:36.116] [ConceptEngine] [info] FPS: 140.7363
[2021-01-02 17:04:37.121] [ConceptEngine] [info] FPS: 144.2836
[2021-01-02 17:04:38.121] [ConceptEngine] [info] FPS: 143.9905
[2021-01-02 17:04:39.128] [ConceptEngine] [info] FPS: 143.9849
[2021-01-02 17:04:40.128] [ConceptEngine] [info] FPS: 143.9948
[2021-01-02 17:04:41.128] [ConceptEngine] [info] FPS: 143.9964
[2021-01-02 17:04:42.128] [ConceptEngine] [info] FPS: 142.9963
[2021-01-02 17:04:43.135] [ConceptEngine] [info] FPS: 144.0201
[2021-01-02 17:04:44.135] [ConceptEngine] [info] FPS: 143.9996
[2021-01-02 17:04:45.135] [ConceptEngine] [info] FPS: 143.9178
[2021-01-02 17:04:46.142] [ConceptEngine] [info] FPS: 144.0773
[2021-01-02 17:04:47.142] [ConceptEngine] [info] FPS: 143.9940
[2021-01-02 17:04:48.142] [ConceptEngine] [info] FPS: 143.9339
[2021-01-02 17:04:49.142] [ConceptEngine] [info] FPS: 143.9662
[2021-01-02 17:04:50.150] [ConceptEngine] [info] FPS: 143.9694
[2021-01-02 17:04:51.156] [ConceptEngine] [info] FPS: 143.0209
[2021-01-02 17:04:52.163] [ConceptEngine] [info] FPS: 143.9748
[2021-01-02 17:04:53.170] [ConceptEngine] [info] FPS: 144.0477
[2021-01-02 17:04:54.177] [ConceptEngine] [info] FPS: 143.9680
[2021-01-02 17:04:55.177] [ConceptEngine] [info] FPS: 143.9939
[2021-01-02 17:04:56.177] [ConceptEngine] [info] FPS: 143.9980
[2021-01-02 17:04:57.177] [ConceptEngine] [info] FPS: 143.9985
[2021-01-02 17:04:58.184] [ConceptEngine] [info] FPS: 144.0455
[2021-01-02 17:04:59.191] [ConceptEngine] [info] FPS: 144.0070
[2021-01-02 17:05:00.198] [ConceptEngine] [info] FPS: 143.9800
[2021-01-02 17:05:01.204] [ConceptEngine] [info] FPS: 144.1016
[2021-01-02 17:05:02.211] [ConceptEngine] [info] FPS: 143.9800
[2021-01-02 17:05:03.212] [ConceptEngine] [info] FPS: 143.8986
[2021-01-02 17:05:04.218] [ConceptEngine] [info] FPS: 142.1402
[2021-01-02 17:05:05.218] [ConceptEngine] [info] FPS: 143.9887
[2021-01-02 17:05:06.225] [ConceptEngine] [info] FPS: 144.0030
[2021-01-02 17:05:07.225] [ConceptEngine] [info] FPS: 142.9895
[2021-01-02 17:05:08.232] [ConceptEngine] [info] FPS: 144.0137
[2021-01-02 17:05:09.232] [ConceptEngine] [info] FPS: 143.9988
[2021-01-02 17:05:10.232] [ConceptEngine] [info] FPS: 143.9930
[2021-01-02 17:05:11.239] [ConceptEngine] [info] FPS: 144.0063
[2021-01-02 17:05:12.239] [ConceptEngine] [info] FPS: 143.9913
[2021-01-02 17:05:13.246] [ConceptEngine] [info] FPS: 143.9871
[2021-01-02 17:05:14.247] [ConceptEngine] [info] FPS: 143.8663
[2021-01-02 17:05:15.247] [ConceptEngine] [info] FPS: 143.9966
[2021-01-02 17:05:16.247] [ConceptEngine] [info] FPS: 143.9978
[2021-01-02 17:05:17.253] [ConceptEngine] [info] FPS: 144.1565
[2021-01-02 17:05:18.253] [ConceptEngine] [info] FPS: 143.9935
[2021-01-02 17:05:19.253] [ConceptEngine] [info] FPS: 142.9302
[2021-01-02 17:05:20.253] [ConceptEngine] [info] FPS: 143.9781
[2021-01-02 17:05:21.261] [ConceptEngine] [info] FPS: 143.9389
[2021-01-02 17:05:22.267] [ConceptEngine] [info] FPS: 144.0641
[2021-01-02 17:05:23.274] [ConceptEngine] [info] FPS: 143.9968
[2021-01-02 17:05:24.282] [ConceptEngine] [info] FPS: 143.9575
[2021-01-02 17:05:25.288] [ConceptEngine] [info] FPS: 144.0310
[2021-01-02 17:05:26.288] [ConceptEngine] [info] FPS: 143.9918
[2021-01-02 17:05:27.295] [ConceptEngine] [info] FPS: 142.0991
[2021-01-02 17:05:28.295] [ConceptEngine] [info] FPS: 143.9962
[2021-01-02 17:05:29.302] [ConceptEngine] [info] FPS: 141.0132
[2021-01-02 17:05:30.308] [ConceptEngine] [info] FPS: 144.0333
[2021-01-02 17:05:31.309] [ConceptEngine] [info] FPS: 143.9829
[2021-01-02 17:05:32.315] [ConceptEngine] [info] FPS: 144.0017
[2021-01-02 17:05:33.323] [ConceptEngine] [info] FPS: 143.9606
[2021-01-02 17:05:34.329] [ConceptEngine] [info] FPS: 143.0435
[2021-01-02 17:05:35.330] [ConceptEngine] [info] FPS: 143.9817
[2021-01-02 17:05:36.336] [ConceptEngine] [info] FPS: 144.0240
[2021-01-02 17:05:37.343] [ConceptEngine] [info] FPS: 143.9787
[2021-01-02 17:05:38.350] [ConceptEngine] [info] FPS: 143.0313
[2021-01-02 17:05:39.351] [ConceptEngine] [info] FPS: 143.8989
[2021-01-02 17:05:40.351] [ConceptEngine] [info] FPS: 144.0000
[2021-01-02 17:05:41.358] [ConceptEngine] [info] FPS: 144.0077
[2021-01-02 17:05:42.358] [ConceptEngine] [info] FPS: 143.9891
[2021-01-02 17:05:43.364] [ConceptEngine] [info] FPS: 144.0977
[2021-01-02 17:05:44.364] [ConceptEngine] [info] FPS: 143.9798
[2021-01-02 17:05:45.365] [ConceptEngine] [info] FPS: 143.8909
[2021-01-02 17:05:46.365] [ConceptEngine] [info] FPS: 143.9302
[2021-01-02 17:05:47.372] [ConceptEngine] [info] FPS: 144.0921
[2021-01-02 17:05:48.372] [ConceptEngine] [info] FPS: 143.9407
[2021-01-02 17:05:49.379] [ConceptEngine] [info] FPS: 144.0309
[2021-01-02 17:05:50.386] [ConceptEngine] [info] FPS: 144.0459
[2021-01-02 17:05:51.386] [ConceptEngine] [info] FPS: 143.9956
[2021-01-02 17:05:52.393] [ConceptEngine] [info] FPS: 143.9973
[2021-01-02 17:05:53.400] [ConceptEngine] [info] FPS: 143.9896
[2021-01-02 17:05:54.400] [ConceptEngine] [info] FPS: 143.9674
[2021-01-02 17:05:55.407] [ConceptEngine] [info] FPS: 144.0299
[2021-01-02 17:05:56.414] [ConceptEngine] [info] FPS: 143.9484
[2021-01-02 17:05:57.420] [ConceptEngine] [info] FPS: 144.0569
[2021-01-02 17:05:58.420] [ConceptEngine] [info] FPS: 143.9931
[2021-01-02 17:05:59.428] [ConceptEngine] [info] FPS: 143.9729
[2021-01-02 17:06:00.428] [ConceptEngine] [info] FPS: 143.9980
[2021-01-02 17:06:01.434] [ConceptEngine] [info] FPS: 143.0427
[2021-01-02 17:06:02.441] [ConceptEngine] [info] FPS: 144.0018
[2021-01-02 17:06:03.448] [ConceptEngine] [info] FPS: 143.9897
[2021-01-02 17:06:04.448] [ConceptEngine] [info] FPS: 143.9964
[2021-01-02 17:06:05.448] [ConceptEngine] [info] FPS: 143.9939
[2021-01-02 17:06:06.448] [ConceptEngine] [info] FPS: 143.9853
[2021-01-02 17:06:07.455] [ConceptEngine] [info] FPS: 144.0345
[2021-01-02 17:06:08.455] [ConceptEngine] [info] FPS: 143.9990
[2021-01-02 17:06:09.455] [ConceptEngine] [info] FPS: 143.9763
[2021-01-02 17:06:10.462] [ConceptEngine] [info] FPS: 143.9974
[2021-01-02 17:06:11.462] [ConceptEngine] [info] FPS: 143.9946
[2021-01-02 17:06:12.469] [ConceptEngine] [info] FPS: 144.0302
[2021-01-02 17:06:13.469] [ConceptEngine] [info] FPS: 143.9996
[2021-01-02 17:06:14.469] [ConceptEngine] [info] FPS: 142.9870
[2021-01-02 17:06:15.476] [ConceptEngine] [info] FPS: 144.0106
[2021-01-02 17:06:16.476] [ConceptEngine] [info] FPS: 143.9976
[2021-01-02 17:06:17.476] [ConceptEngine] [info] FPS: 142.9904
[2021-01-02 17:06:18.483] [ConceptEngine] [info] FPS: 143.9881
[2021-01-02 17:06:19.483] [ConceptEngine] [info] FPS: 143.9966
[2021-01-02 17:06:20.490] [ConceptEngine] [info] FPS: 144.0248
[2021-01-02 17:06:21.490] [ConceptEngine] [info] FPS: 143.9852
[2021-01-02 17:06:22.497] [ConceptEngine] [info] FPS: 143.9556
[2021-01-02 17:06:23.497] [ConceptEngine] [info] FPS: 143.9930
[2021-01-02 17:06:24.504] [ConceptEngine] [info] FPS: 144.0698
[2021-01-02 17:06:25.504] [ConceptEngine] [info] FPS: 143.9883
[2021-01-02 17:06:26.504] [ConceptEngine] [info] FPS: 143.9997
[2021-01-02 17:06:27.504] [ConceptEngine] [info] FPS: 143.9969
[2021-01-02 17:06:28.511] [ConceptEngine] [info] FPS: 143.9782
[2021-01-02 17:06:29.511] [ConceptEngine] [info] FPS: 143.9990
[2021-01-02 17:06:30.511] [ConceptEngine] [info] FPS: 143.9973
[2021-01-02 17:06:31.511] [ConceptEngine] [info] FPS: 143.9889
[2021-01-02 17:06:32.518] [ConceptEngine] [info] FPS: 144.0468
[2021-01-02 17:06:33.518] [ConceptEngine] [info] FPS: 143.9838
[2021-01-02 17:06:34.525] [ConceptEngine] [info] FPS: 144.0038
[2021-01-02 17:06:35.525] [ConceptEngine] [info] FPS: 143.9793
[2021-01-02 17:06:36.532] [ConceptEngine] [info] FPS: 143.9021
[2021-01-02 17:06:37.539] [ConceptEngine] [info] FPS: 144.1056
[2021-01-02 17:06:38.539] [ConceptEngine] [info] FPS: 143.9883
[2021-01-02 17:06:39.546] [ConceptEngine] [info] FPS: 143.9905
[2021-01-02 17:06:40.546] [ConceptEngine] [info] FPS: 143.9955
[2021-01-02 17:06:41.552] [ConceptEngine] [info] FPS: 144.0410
[2021-01-02 17:06:42.553] [ConceptEngine] [info] FPS: 143.9781
[2021-01-02 17:06:43.559] [ConceptEngine] [info] FPS: 144.0160
[2021-01-02 17:06:44.566] [ConceptEngine] [info] FPS: 143.0014
[2021-01-02 17:06:45.567] [ConceptEngine] [info] FPS: 143.9839
[2021-01-02 17:06:46.567] [ConceptEngine] [info] FPS: 143.9853
[2021-01-02 17:06:47.574] [ConceptEngine] [info] FPS: 143.9184
[2021-01-02 17:06:48.581] [ConceptEngine] [info] FPS: 143.0646
[2021-01-02 17:06:49.582] [ConceptEngine] [info] FPS: 143.8357
[2021-01-02 17:06:50.587] [ConceptEngine] [info] FPS: 144.2159
[2021-01-02 17:06:51.587] [ConceptEngine] [info] FPS: 142.9966
[2021-01-02 17:06:52.594] [ConceptEngine] [info] FPS: 143.9756
[2021-01-02 17:06:53.594] [ConceptEngine] [info] FPS: 143.9994
[2021-01-02 17:06:54.594] [ConceptEngine] [info] FPS: 143.9966
[2021-01-02 17:06:55.594] [ConceptEngine] [info] FPS: 143.9979
[2021-01-02 17:06:56.594] [ConceptEngine] [info] FPS: 143.9992
[2021-01-02 17:06:57.594] [ConceptEngine] [info] FPS: 143.9959
[2021-01-02 17:06:58.601] [ConceptEngine] [info] FPS: 144.0340
[2021-01-02 17:06:59.601] [ConceptEngine] [info] FPS: 143.9977
[2021-01-02 17:07:00.608] [ConceptEngine] [info] FPS: 144.0050
[2021-01-02 17:07:01.608] [ConceptEngine] [info] FPS: 143.9938
[2021-01-02 17:07:02.608] [ConceptEngine] [info] FPS: 143.9995
[2021-01-02 17:07:03.615] [ConceptEngine] [info] FPS: 143.9747
[2021-01-02 17:07:04.622] [ConceptEngine] [info] FPS: 144.0132
[2021-01-02 17:07:05.629] [ConceptEngine] [info] FPS: 143.9749
[2021-01-02 17:07:06.637] [ConceptEngine] [info] FPS: 143.8853
[2021-01-02 17:07:07.643] [ConceptEngine] [info] FPS: 144.1494
[2021-01-02 17:07:08.643] [ConceptEngine] [info] FPS: 143.9837
[2021-01-02 17:07:09.649] [ConceptEngine] [info] FPS: 144.0858
[2021-01-02 17:07:10.649] [ConceptEngine] [info] FPS: 143.9997
[2021-01-02 17:07:11.649] [ConceptEngine] [info] FPS: 141.9938
[2021-01-02 17:07:12.657] [ConceptEngine] [info] FPS: 141.9428
[2021-01-02 17:07:13.663] [ConceptEngine] [info] FPS: 143.0660
[2021-01-02 17:07:14.670] [ConceptEngine] [info] FPS: 144.0160
[2021-01-02 17:07:15.670] [ConceptEngine] [info] FPS: 143.9945
[2021-01-02 17:07:16.677] [ConceptEngine] [info] FPS: 143.9922
[2021-01-02 17:07:17.677] [ConceptEngine] [info] FPS: 142.9982
[2021-01-02 17:07:18.677] [ConceptEngine] [info] FPS: 143.9906
[2021-01-02 17:07:19.684] [ConceptEngine] [info] FPS: 143.0339
[2021-01-02 17:07:20.684] [ConceptEngine] [info] FPS: 141.9930
[2021-01-02 17:07:21.685] [ConceptEngine] [info] FPS: 143.9041
[2021-01-02 17:07:22.685] [ConceptEngine] [info] FPS: 143.9233
[2021-01-02 17:07:23.692] [ConceptEngine] [info] FPS: 144.0935
[2021-01-02 17:07:24.692] [ConceptEngine] [info] FPS: 143.9978
[2021-01-02 17:07:25.692] [ConceptEngine] [info] FPS: 143.9971
[2021-01-02 17:07:26.699] [ConceptEngine] [info] FPS: 143.9776
[2021-01-02 17:07:27.706] [ConceptEngine] [info] FPS: 143.8863
[2021-01-02 17:07:28.713] [ConceptEngine] [info] FPS: 144.0773
[2021-01-02 17:07:29.719] [ConceptEngine] [info] FPS: 144.0579
[2021-01-02 17:07:30.719] [ConceptEngine] [info] FPS: 143.9922
[2021-01-02 17:07:31.720] [ConceptEngine] [info] FPS: 143.9833
[2021-01-02 17:07:32.726] [ConceptEngine] [info] FPS: 144.0148
[2021-01-02 17:07:33.726] [ConceptEngine] [info] FPS: 143.9946
[2021-01-02 17:07:34.734] [ConceptEngine] [info] FPS: 143.9850
[2021-01-02 17:07:35.740] [ConceptEngine] [info] FPS: 144.0116
[2021-01-02 17:07:36.741] [ConceptEngine] [info] FPS: 143.9071
[2021-01-02 17:07:37.747] [ConceptEngine] [info] FPS: 144.0741
[2021-01-02 17:07:38.747] [ConceptEngine] [info] FPS: 143.9982
[2021-01-02 17:07:39.754] [ConceptEngine] [info] FPS: 143.9961
[2021-01-02 17:07:40.761] [ConceptEngine] [info] FPS: 143.9917
[2021-01-02 17:07:41.761] [ConceptEngine] [info] FPS: 143.9976
[2021-01-02 17:07:42.761] [ConceptEngine] [info] FPS: 143.9988
[2021-01-02 17:07:43.761] [ConceptEngine] [info] FPS: 143.9985
[2021-01-02 17:07:44.768] [ConceptEngine] [info] FPS: 144.0292
[2021-01-02 17:07:45.775] [ConceptEngine] [info] FPS: 143.0234
[2021-01-02 17:07:46.782] [ConceptEngine] [info] FPS: 143.9794
[2021-01-02 17:07:47.783] [ConceptEngine] [info] FPS: 142.8930
[2021-01-02 17:07:48.788] [ConceptEngine] [info] FPS: 144.2090
[2021-01-02 17:07:49.795] [ConceptEngine] [info] FPS: 144.0104
[2021-01-02 17:07:50.795] [ConceptEngine] [info] FPS: 143.9790
[2021-01-02 17:07:51.796] [ConceptEngine] [info] FPS: 143.9637
[2021-01-02 17:07:52.796] [ConceptEngine] [info] FPS: 143.9965
[2021-01-02 17:07:53.803] [ConceptEngine] [info] FPS: 143.9825
[2021-01-02 17:07:54.809] [ConceptEngine] [info] FPS: 144.0443
[2021-01-02 17:07:55.816] [ConceptEngine] [info] FPS: 144.0998
[2021-01-02 17:07:56.816] [ConceptEngine] [info] FPS: 143.9943
[2021-01-02 17:07:57.816] [ConceptEngine] [info] FPS: 143.9779
[2021-01-02 17:07:58.816] [ConceptEngine] [info] FPS: 143.9579
[2021-01-02 17:07:59.816] [ConceptEngine] [info] FPS: 142.9966
[2021-01-02 17:08:00.816] [ConceptEngine] [info] FPS: 143.9760
[2021-01-02 17:08:01.823] [ConceptEngine] [info] FPS: 144.0073
[2021-01-02 17:08:02.823] [ConceptEngine] [info] FPS: 143.9999
[2021-01-02 17:08:03.830] [ConceptEngine] [info] FPS: 144.0026
[2021-01-02 17:08:04.830] [ConceptEngine] [info] FPS: 143.9932
[2021-01-02 17:08:05.837] [ConceptEngine] [info] FPS: 144.0089
[2021-01-02 17:08:06.837] [ConceptEngine] [info] FPS: 141.9986
[2021-01-02 17:08:07.837] [ConceptEngine] [info] FPS: 142.9975
[2021-01-02 17:08:08.844] [ConceptEngine] [info] FPS: 142.9651
[2021-01-02 17:08:09.845] [ConceptEngine] [info] FPS: 142.9647
[2021-01-02 17:08:10.851] [ConceptEngine] [info] FPS: 144.0834
[2021-01-02 17:08:11.851] [ConceptEngine] [info] FPS: 143.9936
[2021-01-02 17:08:12.851] [ConceptEngine] [info] FPS: 142.9284
[2021-01-02 17:08:13.857] [ConceptEngine] [info] FPS: 144.1392
[2021-01-02 17:08:14.864] [ConceptEngine] [info] FPS: 144.0026
[2021-01-02 17:08:15.864] [ConceptEngine] [info] FPS: 143.9782
[2021-01-02 17:08:16.865] [ConceptEngine] [info] FPS: 143.9751
[2021-01-02 17:08:17.865] [ConceptEngine] [info] FPS: 143.9638
[2021-01-02 17:08:18.865] [ConceptEngine] [info] FPS: 143.9873
[2021-01-02 17:08:19.872] [ConceptEngine] [info] FPS: 144.0035
[2021-01-02 17:08:20.872] [ConceptEngine] [info] FPS: 143.9347
[2021-01-02 17:08:21.878] [ConceptEngine] [info] FPS: 143.1587
[2021-01-02 17:08:22.885] [ConceptEngine] [info] FPS: 143.9918
[2021-01-02 17:08:23.892] [ConceptEngine] [info] FPS: 143.9961
[2021-01-02 17:08:24.892] [ConceptEngine] [info] FPS: 143.9945
[2021-01-02 17:08:25.893] [ConceptEngine] [info] FPS: 143.9629
[2021-01-02 17:08:26.893] [ConceptEngine] [info] FPS: 143.9821
[2021-01-02 17:08:27.893] [ConceptEngine] [info] FPS: 143.9641
[2021-01-02 17:08:28.900] [ConceptEngine] [info] FPS: 144.0260
[2021-01-02 17:08:29.900] [ConceptEngine] [info] FPS: 143.9370
[2021-01-02 17:08:30.900] [ConceptEngine] [info] FPS: 143.9600
[2021-01-02 17:08:31.907] [ConceptEngine] [info] FPS: 144.0956
[2021-01-02 17:08:32.914] [ConceptEngine] [info] FPS: 143.9959
[2021-01-02 17:08:33.921] [ConceptEngine] [info] FPS: 144.0073
[2021-01-02 17:08:34.921] [ConceptEngine] [info] FPS: 143.9074
[2021-01-02 17:08:35.928] [ConceptEngine] [info] FPS: 144.0583
[2021-01-02 17:08:36.928] [ConceptEngine] [info] FPS: 143.9967
[2021-01-02 17:08:37.928] [ConceptEngine] [info] FPS: 143.8955
[2021-01-02 17:08:38.935] [ConceptEngine] [info] FPS: 144.1209
[2021-01-02 17:08:39.941] [ConceptEngine] [info] FPS: 144.0139
[2021-01-02 17:08:40.942] [ConceptEngine] [info] FPS: 142.9523
[2021-01-02 17:08:41.942] [ConceptEngine] [info] FPS: 143.9650
[2021-01-02 17:08:42.948] [ConceptEngine] [info] FPS: 144.0864
[2021-01-02 17:08:43.955] [ConceptEngine] [info] FPS: 144.0083
[2021-01-02 17:08:44.956] [ConceptEngine] [info] FPS: 143.9198
[2021-01-02 17:08:45.962] [ConceptEngine] [info] FPS: 144.0315
[2021-01-02 17:08:46.969] [ConceptEngine] [info] FPS: 144.0259
[2021-01-02 17:08:47.970] [ConceptEngine] [info] FPS: 143.9568
[2021-01-02 17:08:48.976] [ConceptEngine] [info] FPS: 144.0437
[2021-01-02 17:08:49.983] [ConceptEngine] [info] FPS: 144.0055
[2021-01-02 17:08:50.990] [ConceptEngine] [info] FPS: 143.9979
[2021-01-02 17:08:51.997] [ConceptEngine] [info] FPS: 144.0043
[2021-01-02 17:08:52.997] [ConceptEngine] [info] FPS: 143.9280
[2021-01-02 17:08:53.998] [ConceptEngine] [info] FPS: 143.9895
[2021-01-02 17:08:55.004] [ConceptEngine] [info] FPS: 144.0711
[2021-01-02 17:08:56.004] [ConceptEngine] [info] FPS: 143.9942
[2021-01-02 17:08:57.004] [ConceptEngine] [info] FPS: 143.9359
[2021-01-02 17:08:58.012] [ConceptEngine] [info] FPS: 143.9021
[2021-01-02 17:08:59.018] [ConceptEngine] [info] FPS: 144.1711
[2021-01-02 17:09:00.018] [ConceptEngine] [info] FPS: 143.9962
[2021-01-02 17:09:01.018] [ConceptEngine] [info] FPS: 143.9481
[2021-01-02 17:09:02.019] [ConceptEngine] [info] FPS: 143.9417
[2021-01-02 17:09:03.025] [ConceptEngine] [info] FPS: 144.0483
[2021-01-02 17:09:04.032] [ConceptEngine] [info] FPS: 144.0520
[2021-01-02 17:09:05.039] [ConceptEngine] [info] FPS: 144.0035
[2021-01-02 17:09:06.039] [ConceptEngine] [info] FPS: 143.9056
[2021-01-02 17:09:07.047] [ConceptEngine] [info] FPS: 143.9403
[2021-01-02 17:09:08.053] [ConceptEngine] [info] FPS: 144.0753
[2021-01-02 17:09:09.060] [ConceptEngine] [info] FPS: 144.0155
[2021-01-02 17:09:10.060] [ConceptEngine] [info] FPS: 143.9786
[2021-01-02 17:09:11.067] [ConceptEngine] [info] FPS: 144.0606
[2021-01-02 17:09:12.074] [ConceptEngine] [info] FPS: 144.0111
[2021-01-02 17:09:13.074] [ConceptEngine] [info] FPS: 143.9365
[2021-01-02 17:09:14.074] [ConceptEngine] [info] FPS: 143.9854
[2021-01-02 17:09:15.081] [ConceptEngine] [info] FPS: 144.0052
